case_id;regiao_administrativa;cobertura_cadastral;evidencia_status;evidencia_endereco;evidencia_valor;n_evidencias;fraude_latente
CASE-02993;Taguatinga;0.84;0;1;0;1;0
CASE-02994;Ceilândia;0.55;1;0;1;2;1
CASE-02995;Ceilândia;0.55;1;1;0;2;1
CASE-02996;Gama;0.76;0;0;0;0;0
CASE-02997;Águas Claras;0.94;0;0;1;1;0
CASE-02998;Taguatinga;0.84;0;1;0;1;0
CASE-02999;Ceilândia;0.55;0;0;0;0;0
CASE-03000;Guará;0.90;1;1;1;3;1
CASE-03001;Águas Claras;0.94;0;1;1;2;0
CASE-03002;Plano Piloto;0.97;0;1;0;1;0
CASE-03003;Guará;0.90;0;0;0;0;0
CASE-03004;Sobradinho;0.70;0;1;0;1;0
CASE-03005;Ceilândia;0.55;1;1;1;3;1
CASE-03006;Gama;0.76;0;1;1;2;0
CASE-03007;Ceilândia;0.55;0;0;0;0;0
CASE-03008;Águas Claras;0.94;0;0;0;0;0
CASE-03009;Taguatinga;0.84;0;0;0;0;0
CASE-03010;Sobradinho;0.70;0;0;0;0;0
CASE-03011;Ceilândia;0.55;0;1;1;2;1
CASE-03012;Sobradinho;0.70;0;0;0;0;0
CASE-03013;Gama;0.76;0;0;0;0;0
CASE-03014;Ceilândia;0.55;0;0;0;0;0
CASE-03015;Águas Claras;0.94;0;0;1;1;0
CASE-03016;Ceilândia;0.55;1;1;0;2;0
CASE-03017;Ceilândia;0.55;1;1;1;3;1
CASE-03018;Guará;0.90;0;0;0;0;0
CASE-03019;Águas Claras;0.94;1;1;1;3;1
CASE-03020;Águas Claras;0.94;0;0;0;0;0
CASE-03021;Sobradinho;0.70;0;0;1;1;0
CASE-03022;Gama;0.76;1;0;0;1;0
CASE-03023;Gama;0.76;1;1;0;2;1
CASE-03024;Samambaia;0.62;0;0;1;1;0
CASE-03025;Gama;0.76;0;0;0;0;0
CASE-03026;Taguatinga;0.84;0;1;0;1;1
CASE-03027;Samambaia;0.62;0;0;0;0;0
CASE-03028;Gama;0.76;0;0;0;0;0
CASE-03029;Guará;0.90;1;0;0;1;0
CASE-03030;Plano Piloto;0.97;1;1;0;2;1
CASE-03031;Samambaia;0.62;0;1;0;1;0
CASE-03032;Plano Piloto;0.97;0;0;0;0;0
CASE-03033;Gama;0.76;0;1;0;1;0
CASE-03034;Ceilândia;0.55;1;0;0;1;0
CASE-03035;Samambaia;0.62;0;0;0;0;0
CASE-03036;Ceilândia;0.55;0;0;0;0;0
CASE-03037;Ceilândia;0.55;0;0;1;1;0
CASE-03038;Águas Claras;0.94;0;0;0;0;0
CASE-03039;Samambaia;0.62;0;0;0;0;0
CASE-03040;Gama;0.76;0;0;0;0;0
CASE-03041;Águas Claras;0.94;0;0;0;0;0
CASE-03042;Samambaia;0.62;0;0;0;0;0
CASE-03043;Ceilândia;0.55;0;1;0;1;0
CASE-03044;Guará;0.90;0;0;0;0;0
CASE-03045;Águas Claras;0.94;0;1;0;1;0
CASE-03046;Guará;0.90;0;0;0;0;0
CASE-03047;Ceilândia;0.55;0;0;0;0;0
CASE-03048;Taguatinga;0.84;1;1;1;3;1
CASE-03049;Taguatinga;0.84;0;1;0;1;0
CASE-03050;Sobradinho;0.70;0;0;0;0;0
CASE-03051;Plano Piloto;0.97;0;0;0;0;0
CASE-03052;Samambaia;0.62;1;0;0;1;0
CASE-03053;Guará;0.90;1;1;1;3;1
CASE-03054;Ceilândia;0.55;0;1;0;1;0
CASE-03055;Samambaia;0.62;0;0;0;0;0
CASE-03056;Águas Claras;0.94;1;1;0;2;0
CASE-03057;Sobradinho;0.70;0;0;0;0;0
CASE-03058;Taguatinga;0.84;0;1;1;2;0
CASE-03059;Gama;0.76;0;0;0;0;0
CASE-03060;Taguatinga;0.84;0;1;0;1;0
CASE-03061;Gama;0.76;1;0;0;1;0
CASE-03062;Sobradinho;0.70;1;0;0;1;0
CASE-03063;Taguatinga;0.84;0;0;0;0;0
CASE-03064;Plano Piloto;0.97;1;0;1;2;1
CASE-03065;Gama;0.76;0;0;0;0;0
CASE-03066;Guará;0.90;0;0;0;0;0
CASE-03067;Taguatinga;0.84;0;1;0;1;0
CASE-03068;Águas Claras;0.94;0;0;0;0;0
CASE-03069;Taguatinga;0.84;0;0;0;0;0
CASE-03070;Samambaia;0.62;0;0;1;1;0
CASE-03071;Ceilândia;0.55;1;0;0;1;0
CASE-03072;Gama;0.76;1;1;0;2;0
CASE-03073;Plano Piloto;0.97;1;1;0;2;1
CASE-03074;Gama;0.76;0;1;0;1;0
CASE-03075;Guará;0.90;0;0;0;0;0
CASE-03076;Guará;0.90;0;1;0;1;0
CASE-03077;Samambaia;0.62;0;1;0;1;0
CASE-03078;Samambaia;0.62;0;1;1;2;0
CASE-03079;Guará;0.90;0;0;0;0;0
CASE-03080;Taguatinga;0.84;0;1;0;1;0
CASE-03081;Taguatinga;0.84;0;0;0;0;0
CASE-03082;Ceilândia;0.55;0;0;0;0;0
CASE-03083;Samambaia;0.62;1;0;0;1;0
CASE-03084;Guará;0.90;0;0;0;0;0
CASE-03085;Guará;0.90;0;0;0;0;0
CASE-03086;Águas Claras;0.94;0;0;0;0;0
CASE-03087;Ceilândia;0.55;0;0;0;0;0
CASE-03088;Águas Claras;0.94;0;0;0;0;0
CASE-03089;Gama;0.76;0;1;1;2;0
CASE-03090;Plano Piloto;0.97;1;1;1;3;1
CASE-03091;Plano Piloto;0.97;0;0;1;1;0
CASE-03092;Guará;0.90;1;0;0;1;0
CASE-03093;Ceilândia;0.55;0;0;0;0;0
CASE-03094;Gama;0.76;0;0;0;0;0
CASE-03095;Gama;0.76;0;0;0;0;1
CASE-03096;Taguatinga;0.84;0;0;0;0;0
CASE-03097;Taguatinga;0.84;0;0;0;0;0
CASE-03098;Samambaia;0.62;0;0;0;0;0
CASE-03099;Plano Piloto;0.97;0;0;1;1;0
CASE-03100;Samambaia;0.62;0;1;0;1;0
CASE-03101;Águas Claras;0.94;0;0;0;0;0
CASE-03102;Guará;0.90;0;0;0;0;0
CASE-03103;Plano Piloto;0.97;1;0;1;2;0
CASE-03104;Águas Claras;0.94;0;1;1;2;1
CASE-03105;Taguatinga;0.84;0;0;0;0;0
CASE-03106;Ceilândia;0.55;1;0;0;1;0
CASE-03107;Guará;0.90;0;0;0;0;0
CASE-03108;Taguatinga;0.84;0;1;1;2;1
CASE-03109;Gama;0.76;0;1;0;1;0
CASE-03110;Taguatinga;0.84;0;0;0;0;0
CASE-03111;Taguatinga;0.84;0;1;0;1;1
CASE-03112;Guará;0.90;0;1;0;1;0
CASE-03113;Guará;0.90;0;0;0;0;0
CASE-03114;Gama;0.76;1;0;1;2;1
CASE-03115;Guará;0.90;0;0;0;0;0
CASE-03116;Samambaia;0.62;0;0;0;0;0
CASE-03117;Gama;0.76;1;0;0;1;0
CASE-03118;Gama;0.76;0;1;0;1;0
CASE-03119;Ceilândia;0.55;0;0;0;0;0
CASE-03120;Taguatinga;0.84;1;0;0;1;0
CASE-03121;Sobradinho;0.70;0;1;1;2;0
CASE-03122;Samambaia;0.62;1;0;1;2;0
CASE-03123;Guará;0.90;0;0;1;1;0
CASE-03124;Samambaia;0.62;1;0;0;1;0
CASE-03125;Sobradinho;0.70;0;1;0;1;0
CASE-03126;Gama;0.76;0;0;0;0;0
CASE-03127;Ceilândia;0.55;0;0;0;0;0
CASE-03128;Gama;0.76;0;0;0;0;0
CASE-03129;Ceilândia;0.55;0;0;0;0;0
CASE-03130;Sobradinho;0.70;0;0;0;0;0
CASE-03131;Guará;0.90;0;0;0;0;0
CASE-03132;Plano Piloto;0.97;1;0;1;2;0
CASE-03133;Samambaia;0.62;0;1;0;1;0
CASE-03134;Sobradinho;0.70;0;0;1;1;0
CASE-03135;Guará;0.90;0;0;0;0;0
CASE-03136;Sobradinho;0.70;1;1;0;2;1
CASE-03137;Sobradinho;0.70;0;0;0;0;0
CASE-03138;Ceilândia;0.55;0;0;0;0;0
CASE-03139;Taguatinga;0.84;1;0;1;2;0
CASE-03140;Ceilândia;0.55;0;0;0;0;0
CASE-03141;Taguatinga;0.84;0;0;0;0;0
CASE-03142;Guará;0.90;1;1;1;3;0
CASE-03143;Águas Claras;0.94;0;0;0;0;0
CASE-03144;Plano Piloto;0.97;0;0;0;0;0
CASE-03145;Taguatinga;0.84;0;0;0;0;0
CASE-03146;Taguatinga;0.84;0;1;0;1;1
CASE-03147;Plano Piloto;0.97;1;0;1;2;0
CASE-03148;Samambaia;0.62;0;1;0;1;0
CASE-03149;Guará;0.90;0;1;0;1;1
CASE-03150;Sobradinho;0.70;0;0;0;0;0
CASE-03151;Sobradinho;0.70;1;0;0;1;0
CASE-03152;Sobradinho;0.70;0;1;1;2;1
CASE-03153;Águas Claras;0.94;0;0;0;0;0
CASE-03154;Taguatinga;0.84;1;1;1;3;1
CASE-03155;Águas Claras;0.94;0;0;0;0;0
CASE-03156;Sobradinho;0.70;0;0;0;0;0
CASE-03157;Taguatinga;0.84;0;1;0;1;0
CASE-03158;Samambaia;0.62;0;1;0;1;0
CASE-03159;Samambaia;0.62;0;1;0;1;0
CASE-03160;Plano Piloto;0.97;0;1;0;1;1
CASE-03161;Plano Piloto;0.97;0;0;0;0;0
CASE-03162;Guará;0.90;0;1;1;2;0
CASE-03163;Samambaia;0.62;0;1;1;2;1
CASE-03164;Ceilândia;0.55;0;0;1;1;0
CASE-03165;Águas Claras;0.94;0;0;0;0;0
CASE-03166;Sobradinho;0.70;0;0;0;0;0
CASE-03167;Ceilândia;0.55;0;0;0;0;0
CASE-03168;Guará;0.90;0;1;0;1;1
CASE-03169;Taguatinga;0.84;1;0;1;2;1
CASE-03170;Taguatinga;0.84;1;1;0;2;1
CASE-03171;Águas Claras;0.94;1;0;0;1;0
CASE-03172;Samambaia;0.62;0;0;1;1;0
CASE-03173;Plano Piloto;0.97;0;0;0;0;0
CASE-03174;Guará;0.90;0;1;0;1;0
CASE-03175;Ceilândia;0.55;0;0;0;0;0
CASE-03176;Gama;0.76;0;0;0;0;0
CASE-03177;Sobradinho;0.70;1;1;1;3;1
CASE-03178;Plano Piloto;0.97;0;0;0;0;0
CASE-03179;Sobradinho;0.70;1;1;0;2;0
CASE-03180;Gama;0.76;1;1;0;2;0
CASE-03181;Sobradinho;0.70;0;1;0;1;0
CASE-03182;Ceilândia;0.55;0;1;0;1;0
CASE-03183;Samambaia;0.62;0;0;0;0;0
CASE-03184;Sobradinho;0.70;0;1;0;1;0
CASE-03185;Taguatinga;0.84;0;0;0;0;0
CASE-03186;Águas Claras;0.94;0;0;1;1;0
CASE-03187;Taguatinga;0.84;1;0;0;1;0
CASE-03188;Samambaia;0.62;0;0;0;0;0
CASE-03189;Gama;0.76;0;0;0;0;0
CASE-03190;Ceilândia;0.55;0;0;0;0;0
CASE-03191;Plano Piloto;0.97;0;0;0;0;1
CASE-03192;Ceilândia;0.55;0;1;1;2;1
CASE-03193;Taguatinga;0.84;0;0;0;0;0
CASE-03194;Ceilândia;0.55;1;0;0;1;0
CASE-03195;Taguatinga;0.84;0;1;1;2;0
CASE-03196;Sobradinho;0.70;1;0;0;1;0
CASE-03197;Plano Piloto;0.97;0;0;0;0;0
CASE-03198;Águas Claras;0.94;0;0;0;0;0
CASE-03199;Águas Claras;0.94;0;1;0;1;0
CASE-03200;Samambaia;0.62;1;1;0;2;0
CASE-03201;Samambaia;0.62;0;0;0;0;0
CASE-03202;Águas Claras;0.94;0;1;0;1;0
CASE-03203;Águas Claras;0.94;0;0;1;1;0
CASE-03204;Ceilândia;0.55;0;0;0;0;0
CASE-03205;Sobradinho;0.70;0;0;1;1;0
CASE-03206;Guará;0.90;1;0;0;1;0
CASE-03207;Taguatinga;0.84;0;1;0;1;1
CASE-03208;Gama;0.76;1;0;1;2;0
CASE-03209;Ceilândia;0.55;0;1;0;1;0
CASE-03210;Plano Piloto;0.97;0;0;0;0;0
CASE-03211;Ceilândia;0.55;0;1;0;1;0
CASE-03212;Taguatinga;0.84;0;1;0;1;0
CASE-03213;Sobradinho;0.70;1;0;1;2;1
CASE-03214;Samambaia;0.62;0;0;1;1;0
CASE-03215;Águas Claras;0.94;0;0;1;1;0
CASE-03216;Taguatinga;0.84;0;1;0;1;0
CASE-03217;Samambaia;0.62;0;0;0;0;0
CASE-03218;Ceilândia;0.55;0;0;0;0;0
CASE-03219;Gama;0.76;0;1;0;1;0
CASE-03220;Ceilândia;0.55;1;1;1;3;1
CASE-03221;Plano Piloto;0.97;0;0;0;0;0
CASE-03222;Gama;0.76;0;0;0;0;0
CASE-03223;Guará;0.90;0;0;1;1;0
CASE-03224;Águas Claras;0.94;1;1;1;3;1
CASE-03225;Plano Piloto;0.97;0;0;0;0;0
CASE-03226;Sobradinho;0.70;0;1;1;2;1
CASE-03227;Ceilândia;0.55;0;1;0;1;0
CASE-03228;Águas Claras;0.94;0;0;0;0;0
CASE-03229;Plano Piloto;0.97;0;0;0;0;0
CASE-03230;Águas Claras;0.94;0;1;1;2;1
CASE-03231;Plano Piloto;0.97;0;0;0;0;0
CASE-03232;Gama;0.76;1;0;0;1;0
CASE-03233;Sobradinho;0.70;0;1;0;1;0
CASE-03234;Samambaia;0.62;0;0;0;0;0
CASE-03235;Samambaia;0.62;0;0;0;0;0
CASE-03236;Guará;0.90;0;1;1;2;0
CASE-03237;Ceilândia;0.55;0;1;0;1;0
CASE-03238;Taguatinga;0.84;0;0;0;0;0
CASE-03239;Sobradinho;0.70;1;0;0;1;0
CASE-03240;Taguatinga;0.84;0;0;0;0;0
CASE-03241;Sobradinho;0.70;1;0;0;1;0
CASE-03242;Ceilândia;0.55;0;0;0;0;0
CASE-03243;Plano Piloto;0.97;1;1;1;3;1
CASE-03244;Taguatinga;0.84;0;0;0;0;0
CASE-03245;Guará;0.90;0;0;0;0;0
CASE-03246;Samambaia;0.62;1;1;1;3;1
CASE-03247;Plano Piloto;0.97;0;0;0;0;0
CASE-03248;Sobradinho;0.70;0;1;0;1;0
CASE-03249;Águas Claras;0.94;0;1;0;1;0
CASE-03250;Taguatinga;0.84;0;0;0;0;0
CASE-03251;Taguatinga;0.84;1;1;1;3;1
CASE-03252;Plano Piloto;0.97;1;1;1;3;1
CASE-03253;Gama;0.76;0;1;0;1;1
CASE-03254;Plano Piloto;0.97;0;0;1;1;0
CASE-03255;Sobradinho;0.70;1;1;1;3;1
CASE-03256;Águas Claras;0.94;0;0;0;0;0
CASE-03257;Plano Piloto;0.97;0;1;0;1;0
CASE-03258;Plano Piloto;0.97;0;0;1;1;1
CASE-03259;Águas Claras;0.94;1;0;0;1;1
CASE-03260;Plano Piloto;0.97;0;0;0;0;0
CASE-03261;Samambaia;0.62;0;0;0;0;0
CASE-03262;Samambaia;0.62;0;1;0;1;0
CASE-03263;Samambaia;0.62;0;1;0;1;0
CASE-03264;Plano Piloto;0.97;0;1;0;1;0
CASE-03265;Taguatinga;0.84;1;0;1;2;1
CASE-03266;Sobradinho;0.70;0;1;0;1;1
CASE-03267;Taguatinga;0.84;1;1;1;3;1
CASE-03268;Ceilândia;0.55;0;0;0;0;0
CASE-03269;Gama;0.76;0;0;0;0;0
CASE-03270;Samambaia;0.62;0;1;0;1;0
CASE-03271;Guará;0.90;0;0;1;1;0
CASE-03272;Gama;0.76;0;0;0;0;0
CASE-03273;Taguatinga;0.84;1;0;0;1;1
CASE-03274;Guará;0.90;0;0;0;0;0
CASE-03275;Sobradinho;0.70;0;0;0;0;0
CASE-03276;Plano Piloto;0.97;0;0;0;0;0
CASE-03277;Águas Claras;0.94;0;0;0;0;0
CASE-03278;Gama;0.76;0;0;0;0;0
CASE-03279;Samambaia;0.62;0;0;0;0;0
CASE-03280;Taguatinga;0.84;1;1;0;2;1
CASE-03281;Ceilândia;0.55;0;0;0;0;0
CASE-03282;Taguatinga;0.84;0;0;0;0;0
CASE-03283;Guará;0.90;0;0;0;0;0
CASE-03284;Guará;0.90;0;0;0;0;0
CASE-03285;Samambaia;0.62;0;1;0;1;0
CASE-03286;Sobradinho;0.70;0;0;0;0;0
CASE-03287;Sobradinho;0.70;0;1;0;1;1
CASE-03288;Ceilândia;0.55;0;0;0;0;0
CASE-03289;Plano Piloto;0.97;0;0;0;0;0
CASE-03290;Águas Claras;0.94;0;0;0;0;0
CASE-03291;Gama;0.76;0;0;0;0;0
CASE-03292;Ceilândia;0.55;0;0;0;0;0
CASE-03293;Taguatinga;0.84;0;0;0;0;1
CASE-03294;Guará;0.90;0;1;0;1;0
CASE-03295;Taguatinga;0.84;1;1;1;3;1
CASE-03296;Guará;0.90;0;0;0;0;0
CASE-03297;Samambaia;0.62;1;0;0;1;1
CASE-03298;Guará;0.90;0;0;0;0;0
CASE-03299;Guará;0.90;1;0;0;1;0
CASE-03300;Taguatinga;0.84;0;1;0;1;0
CASE-03301;Sobradinho;0.70;0;1;0;1;0
CASE-03302;Sobradinho;0.70;0;1;0;1;0
CASE-03303;Plano Piloto;0.97;0;1;1;2;0
CASE-03304;Águas Claras;0.94;0;0;0;0;0
CASE-03305;Gama;0.76;0;1;0;1;0
CASE-03306;Samambaia;0.62;0;1;0;1;0
CASE-03307;Ceilândia;0.55;1;0;1;2;0
CASE-03308;Taguatinga;0.84;0;0;0;0;0
CASE-03309;Guará;0.90;0;0;0;0;0
CASE-03310;Sobradinho;0.70;0;0;1;1;0
CASE-03311;Águas Claras;0.94;0;0;0;0;0
CASE-03312;Samambaia;0.62;0;0;0;0;0
CASE-03313;Samambaia;0.62;0;0;0;0;0
CASE-03314;Gama;0.76;0;0;0;0;0
CASE-03315;Ceilândia;0.55;0;0;1;1;0
CASE-03316;Taguatinga;0.84;0;0;0;0;0
CASE-03317;Ceilândia;0.55;0;0;1;1;0
CASE-03318;Águas Claras;0.94;0;1;1;2;0
CASE-03319;Samambaia;0.62;1;1;0;2;0
CASE-03320;Sobradinho;0.70;1;0;0;1;0
CASE-03321;Gama;0.76;1;0;1;2;0
CASE-03322;Guará;0.90;0;1;1;2;0
CASE-03323;Águas Claras;0.94;0;0;0;0;0
CASE-03324;Sobradinho;0.70;0;0;1;1;0
CASE-03325;Guará;0.90;0;0;0;0;0
CASE-03326;Ceilândia;0.55;0;0;0;0;0
CASE-03327;Ceilândia;0.55;0;1;0;1;0
CASE-03328;Samambaia;0.62;0;0;0;0;0
CASE-03329;Plano Piloto;0.97;0;0;0;0;0
CASE-03330;Gama;0.76;0;1;0;1;0
CASE-03331;Sobradinho;0.70;0;0;0;0;0
CASE-03332;Sobradinho;0.70;0;0;0;0;0
CASE-03333;Ceilândia;0.55;1;0;0;1;0
CASE-03334;Gama;0.76;0;0;0;0;0
CASE-03335;Taguatinga;0.84;1;0;0;1;0
CASE-03336;Guará;0.90;0;0;0;0;0
CASE-03337;Plano Piloto;0.97;0;0;0;0;0
CASE-03338;Ceilândia;0.55;0;0;0;0;0
CASE-03339;Águas Claras;0.94;1;0;1;2;0
CASE-03340;Ceilândia;0.55;0;1;0;1;0
CASE-03341;Águas Claras;0.94;1;0;0;1;0
CASE-03342;Gama;0.76;1;1;0;2;1
CASE-03343;Águas Claras;0.94;1;1;1;3;1
CASE-03344;Ceilândia;0.55;0;0;0;0;0
CASE-03345;Ceilândia;0.55;0;1;0;1;0
CASE-03346;Taguatinga;0.84;0;0;0;0;0
CASE-03347;Gama;0.76;0;0;1;1;0
CASE-03348;Plano Piloto;0.97;0;0;1;1;0
CASE-03349;Águas Claras;0.94;0;0;0;0;0
CASE-03350;Gama;0.76;0;1;0;1;0
CASE-03351;Taguatinga;0.84;1;0;0;1;0
CASE-03352;Sobradinho;0.70;0;0;0;0;0
CASE-03353;Gama;0.76;0;0;0;0;1
CASE-03354;Plano Piloto;0.97;0;1;0;1;0
CASE-03355;Samambaia;0.62;0;0;0;0;0
CASE-03356;Gama;0.76;1;1;0;2;0
CASE-03357;Taguatinga;0.84;1;1;0;2;0
CASE-03358;Samambaia;0.62;0;1;0;1;0
CASE-03359;Ceilândia;0.55;0;1;1;2;0
CASE-03360;Águas Claras;0.94;1;0;0;1;0
CASE-03361;Gama;0.76;0;1;1;2;0
CASE-03362;Ceilândia;0.55;1;1;1;3;0
CASE-03363;Águas Claras;0.94;0;0;0;0;0
CASE-03364;Samambaia;0.62;0;1;1;2;0
CASE-03365;Plano Piloto;0.97;0;0;0;0;0
CASE-03366;Sobradinho;0.70;0;1;0;1;0
CASE-03367;Sobradinho;0.70;0;0;1;1;0
CASE-03368;Sobradinho;0.70;1;0;0;1;0
CASE-03369;Águas Claras;0.94;0;0;0;0;0
CASE-03370;Plano Piloto;0.97;0;1;1;2;1
CASE-03371;Samambaia;0.62;0;0;0;0;0
CASE-03372;Samambaia;0.62;0;0;0;0;0
CASE-03373;Taguatinga;0.84;0;1;0;1;0
CASE-03374;Taguatinga;0.84;0;0;0;0;0
CASE-03375;Ceilândia;0.55;0;1;0;1;0
CASE-03376;Samambaia;0.62;0;0;0;0;0
CASE-03377;Taguatinga;0.84;0;0;0;0;0
CASE-03378;Plano Piloto;0.97;0;1;0;1;0
CASE-03379;Sobradinho;0.70;0;1;0;1;0
CASE-03380;Sobradinho;0.70;0;0;0;0;0
CASE-03381;Gama;0.76;0;0;0;0;0
CASE-03382;Samambaia;0.62;0;0;1;1;0
CASE-03383;Ceilândia;0.55;0;0;0;0;0
CASE-03384;Gama;0.76;0;1;0;1;0
CASE-03385;Águas Claras;0.94;0;0;0;0;0
CASE-03386;Plano Piloto;0.97;0;0;0;0;0
CASE-03387;Samambaia;0.62;0;0;0;0;0
CASE-03388;Guará;0.90;0;0;0;0;0
CASE-03389;Gama;0.76;0;0;0;0;0
CASE-03390;Samambaia;0.62;0;0;1;1;0
CASE-03391;Sobradinho;0.70;0;0;0;0;0
CASE-03392;Samambaia;0.62;0;0;0;0;0
CASE-03393;Samambaia;0.62;1;0;1;2;1
CASE-03394;Gama;0.76;0;0;0;0;0
CASE-03395;Taguatinga;0.84;0;0;0;0;0
CASE-03396;Ceilândia;0.55;0;1;1;2;0
CASE-03397;Sobradinho;0.70;0;0;0;0;0
CASE-03398;Ceilândia;0.55;0;1;0;1;0
CASE-03399;Taguatinga;0.84;0;0;0;0;0
CASE-03400;Gama;0.76;0;0;0;0;0
CASE-03401;Ceilândia;0.55;0;0;0;0;0
CASE-03402;Taguatinga;0.84;0;0;0;0;0
CASE-03403;Gama;0.76;0;0;0;0;0
CASE-03404;Águas Claras;0.94;0;0;0;0;0
CASE-03405;Ceilândia;0.55;0;0;1;1;0
CASE-03406;Taguatinga;0.84;0;0;0;0;0
CASE-03407;Plano Piloto;0.97;0;0;0;0;0
CASE-03408;Plano Piloto;0.97;0;0;0;0;0
CASE-03409;Gama;0.76;0;0;0;0;0
CASE-03410;Águas Claras;0.94;0;0;0;0;0
CASE-03411;Guará;0.90;0;0;0;0;0
CASE-03412;Plano Piloto;0.97;0;0;0;0;0
CASE-03413;Samambaia;0.62;0;0;0;0;0
CASE-03414;Ceilândia;0.55;1;1;1;3;1
CASE-03415;Guará;0.90;0;1;0;1;0
CASE-03416;Sobradinho;0.70;1;0;1;2;1
CASE-03417;Águas Claras;0.94;0;0;1;1;0
CASE-03418;Taguatinga;0.84;0;0;0;0;0
CASE-03419;Guará;0.90;0;0;0;0;0
CASE-03420;Samambaia;0.62;1;0;1;2;1
CASE-03421;Águas Claras;0.94;1;1;1;3;1
CASE-03422;Ceilândia;0.55;1;1;0;2;0
CASE-03423;Taguatinga;0.84;0;0;0;0;0
CASE-03424;Samambaia;0.62;0;0;0;0;0
CASE-03425;Taguatinga;0.84;0;1;0;1;0
CASE-03426;Taguatinga;0.84;0;0;0;0;0
CASE-03427;Gama;0.76;1;1;0;2;1
CASE-03428;Taguatinga;0.84;1;0;0;1;0
CASE-03429;Taguatinga;0.84;0;0;0;0;0
CASE-03430;Águas Claras;0.94;0;0;0;0;0
CASE-03431;Águas Claras;0.94;1;1;1;3;1
CASE-03432;Águas Claras;0.94;1;1;0;2;0
CASE-03433;Plano Piloto;0.97;0;1;0;1;0
CASE-03434;Sobradinho;0.70;0;0;0;0;0
CASE-03435;Guará;0.90;0;0;0;0;0
CASE-03436;Ceilândia;0.55;0;1;0;1;0
CASE-03437;Plano Piloto;0.97;0;1;0;1;0
CASE-03438;Plano Piloto;0.97;0;0;0;0;0
CASE-03439;Ceilândia;0.55;0;1;0;1;0
CASE-03440;Taguatinga;0.84;1;0;0;1;0
CASE-03441;Gama;0.76;0;1;0;1;0
CASE-03442;Águas Claras;0.94;1;0;0;1;0
CASE-03443;Gama;0.76;0;0;0;0;0
CASE-03444;Taguatinga;0.84;0;1;0;1;0
CASE-03445;Plano Piloto;0.97;0;0;0;0;0
CASE-03446;Gama;0.76;0;0;0;0;0
CASE-03447;Gama;0.76;0;0;0;0;0
CASE-03448;Gama;0.76;0;0;0;0;0
CASE-03449;Samambaia;0.62;0;0;1;1;0
CASE-03450;Águas Claras;0.94;1;0;1;2;1
CASE-03451;Samambaia;0.62;1;1;1;3;1
CASE-03452;Águas Claras;0.94;0;0;0;0;0
CASE-03453;Samambaia;0.62;0;0;1;1;0
CASE-03454;Águas Claras;0.94;0;1;0;1;0
CASE-03455;Taguatinga;0.84;0;0;0;0;1
CASE-03456;Guará;0.90;1;0;0;1;0
CASE-03457;Plano Piloto;0.97;0;0;0;0;0
CASE-03458;Ceilândia;0.55;0;1;0;1;0
CASE-03459;Samambaia;0.62;0;1;0;1;1
CASE-03460;Taguatinga;0.84;0;0;0;0;0
CASE-03461;Guará;0.90;0;0;0;0;0
CASE-03462;Guará;0.90;0;0;0;0;0
CASE-03463;Ceilândia;0.55;1;0;0;1;0
CASE-03464;Águas Claras;0.94;0;0;0;0;0
CASE-03465;Taguatinga;0.84;0;0;0;0;0
CASE-03466;Guará;0.90;1;0;1;2;0
CASE-03467;Sobradinho;0.70;1;0;0;1;0
CASE-03468;Águas Claras;0.94;1;0;0;1;0
CASE-03469;Guará;0.90;0;0;0;0;0
CASE-03470;Ceilândia;0.55;0;1;1;2;0
CASE-03471;Águas Claras;0.94;0;0;1;1;0
CASE-03472;Águas Claras;0.94;0;0;0;0;0
CASE-03473;Taguatinga;0.84;0;1;0;1;0
CASE-03474;Sobradinho;0.70;1;0;0;1;0
CASE-03475;Ceilândia;0.55;0;0;0;0;0
CASE-03476;Sobradinho;0.70;0;1;0;1;0
CASE-03477;Plano Piloto;0.97;0;0;0;0;0
CASE-03478;Sobradinho;0.70;0;0;0;0;0
CASE-03479;Samambaia;0.62;0;1;1;2;1
CASE-03480;Samambaia;0.62;0;1;0;1;0
CASE-03481;Sobradinho;0.70;0;0;0;0;0
CASE-03482;Águas Claras;0.94;0;1;0;1;0
CASE-03483;Ceilândia;0.55;0;1;0;1;0
CASE-03484;Guará;0.90;0;0;0;0;0
CASE-03485;Águas Claras;0.94;1;1;1;3;1
CASE-03486;Gama;0.76;0;0;0;0;0
CASE-03487;Taguatinga;0.84;0;0;0;0;0
CASE-03488;Plano Piloto;0.97;0;0;0;0;0
CASE-03489;Plano Piloto;0.97;0;0;0;0;0
CASE-03490;Samambaia;0.62;1;1;0;2;1
CASE-03491;Ceilândia;0.55;0;0;0;0;0
CASE-03492;Águas Claras;0.94;0;0;0;0;0
CASE-03493;Guará;0.90;0;1;0;1;0
CASE-03494;Plano Piloto;0.97;1;0;0;1;0
CASE-03495;Águas Claras;0.94;0;1;0;1;0
CASE-03496;Gama;0.76;0;0;1;1;0
CASE-03497;Plano Piloto;0.97;0;0;0;0;0
CASE-03498;Gama;0.76;0;0;0;0;0
CASE-03499;Samambaia;0.62;0;1;0;1;0
CASE-03500;Águas Claras;0.94;0;0;0;0;0
CASE-03501;Sobradinho;0.70;0;0;0;0;0
CASE-03502;Sobradinho;0.70;0;0;1;1;0
